queue_id,win,champion,role,game_duration,kills,deaths,assists,lane_minions,jungle_minions,vision_score,wards_placed,wards_killed,control_wards_placed,min5_gold,min5_cs,min5_gold_diff,min5_xp_diff,min5_cs_diff,min10_gold,min10_cs,min10_gold_diff,min10_xp_diff,min10_cs_diff,min15_gold,min15_cs,min15_gold_diff,min15_xp_diff,min15_cs_diff,match_num,history_wr_global,history_wr_champ,CS_per_min,KDA,total_wards_placed,wards_per_min,vs_per_min,is_MMR_check,racha_previa
420,0,Trundle,JUNGLE,24.05,0,6,2,29,100,9,3,1,3,1664,32,-210,94,4,3059.0,61.0,-574,-92,9,4350.0,89.0,-1854,-952,-5,1522484076,0.5151515151515151,0.5517241379310345,5.36,0.33,6,0.24948024948024947,0.3742203742203742,1,3
420,1,Trundle,JUNGLE,20.83,8,2,3,23,99,14,2,4,2,1729,33,128,-18,3,3221.0,58.0,41,-379,4,5301.0,86.0,-110,-864,-13,1522692779,0.5120481927710844,0.5333333333333333,5.86,5.5,4,0.19203072491598658,0.672107537205953,0,-1
420,1,Trundle,JUNGLE,23.82,3,1,8,31,123,27,6,4,6,1870,29,294,157,0,3070.0,45.0,-552,-1214,-26,5522.0,81.0,-275,-713,-15,1522701106,0.5149700598802395,0.5483870967741935,6.47,11.0,12,0.5037783375314862,1.1335012594458438,0,1
420,1,Vayne,BOTTOM,28.77,6,5,0,132,28,29,11,7,3,1687,20,153,46,-7,3397.0,52.0,14,-125,-21,5861.0,85.0,666,254,-32,1524291898,0.52,0.6,5.56,1.2,14,0.48661800486618007,1.007994438651373,0,2
420,0,Yunara,BOTTOM,34.55,9,8,14,209,32,33,13,9,3,1360,21,-576,-161,-15,3095.0,54.0,-1250,-908,-26,5990.0,95.0,-534,-596,-28,1525296716,0.504950495049505,0.5,6.98,2.88,16,0.46309696092619396,0.955137481910275,1,3
440,0,Ahri,BOTTOM,30.6,1,3,7,216,0,21,12,2,2,1409,25,-345,216,-5,2889.0,67.0,-783,356,-10,4333.0,101.0,-2130,-574,-30,1496932086,0.0,0.5,7.06,2.67,14,0.45751633986928103,0.6862745098039216,0,-1
440,0,Yorick,JUNGLE,29.43,3,8,5,29,153,23,3,5,2,1853,27,123,-239,-5,3574.0,71.0,10,-353,7,5802.0,111.0,70,-295,1,1496945709,0.0,0.5,6.18,1.0,5,0.16989466530750935,0.781515460414543,0,-1
440,1,Thresh,UTILITY,24.95,1,3,13,27,2,62,20,13,4,1089,4,-102,-138,-3,2519.0,9.0,-19,-555,-7,3846.0,20.0,-189,-1052,-3,1496959506,0.0,0.0,1.16,4.67,24,0.9619238476953909,2.48496993987976,0,-2
440,0,Thresh,UTILITY,27.27,0,4,9,28,0,84,29,15,5,1174,6,-329,-388,3,2501.0,12.0,-605,-468,5,3949.0,15.0,-965,-908,2,1497282655,0.16666666666666666,0.5,1.03,2.25,34,1.2467913458012467,3.0803080308030806,0,1
440,1,Thresh,UTILITY,36.28,5,6,22,32,0,88,40,6,7,1665,4,115,-516,-5,2930.0,15.0,-73,-709,-9,4971.0,18.0,402,-168,-13,1497295287,0.14285714285714285,0.3333333333333333,0.88,4.5,47,1.2954796030871003,2.4255788313120177,0,-1
440,0,Lucian,BOTTOM,30.85,2,8,6,187,0,19,13,3,3,1685,25,12,-214,-8,3266.0,72.0,-520,-530,-13,4865.0,97.0,-1353,-1941,-30,1497306826,0.25,0.5,6.06,1.0,16,0.5186385737439222,0.6158833063209076,0,1
440,0,JarvanIV,JUNGLE,24.08,5,7,8,21,97,22,6,3,5,1710,27,-38,451,7,3107.0,49.0,-746,-363,-7,5427.0,60.0,-38,21,-10,1497441874,0.2222222222222222,0.5,4.9,1.86,11,0.45681063122923593,0.9136212624584719,0,-1
440,1,JarvanIV,JUNGLE,30.52,9,4,16,18,160,36,4,4,4,1638,32,-237,196,7,3248.0,56.0,-263,-250,-6,4928.0,89.0,-115,-96,3,1497448575,0.2,0.0,5.83,6.25,8,0.2621231979030144,1.1795543905635648,0,-2
440,0,Lucian,BOTTOM,38.65,3,8,2,224,12,31,14,4,2,1700,23,167,193,-3,2843.0,50.0,-525,-680,-23,4236.0,84.0,-1669,-1711,-43,1497472092,0.2727272727272727,0.0,6.11,0.62,16,0.4139715394566624,0.8020698576972833,0,1
440,1,JarvanIV,JUNGLE,33.42,3,3,24,21,163,37,6,8,6,1629,24,-399,-154,-4,3222.0,55.0,-349,603,9,4746.0,82.0,-531,235,2,1497480592,0.25,0.5,5.51,9.0,12,0.3590664272890485,1.1071214841412327,0,-1
440,1,JarvanIV,JUNGLE,26.45,5,3,14,7,127,29,5,0,4,1599,32,-262,26,5,2734.0,50.0,-1284,-1064,-19,4090.0,71.0,-1806,-1749,-36,1497490655,0.3076923076923077,0.6666666666666666,5.07,6.33,9,0.3402646502835539,1.0964083175803403,0,1
440,1,JarvanIV,JUNGLE,22.97,3,2,13,6,110,27,9,2,6,1530,27,81,164,3,2879.0,55.0,104,-13,-1,4771.0,80.0,274,674,6,1497499859,0.35714285714285715,0.75,5.05,8.0,15,0.65302568567697,1.1754462342185459,0,2
440,1,JarvanIV,JUNGLE,26.02,5,3,15,25,126,30,7,4,5,1388,20,-533,-294,-8,3019.0,51.0,-2374,-612,-9,5268.0,82.0,-2223,-1305,-25,1497511221,0.4,0.8,5.8,6.67,12,0.46118370484242893,1.1529592621060722,1,3
440,0,JarvanIV,JUNGLE,31.52,3,4,13,33,157,29,6,4,5,1744,29,-48,19,4,3365.0,61.0,17,-134,-5,5218.0,87.0,488,-102,-13,1497575660,0.4375,0.8333333333333334,6.03,4.0,11,0.3489847715736041,0.9200507614213198,0,4
440,1,Malphite,TOP,30.65,4,4,8,158,4,32,17,4,5,1388,24,-70,155,-4,2795.0,60.0,-147,846,0,4338.0,86.0,-301,646,0,1497589153,0.4117647058823529,0.5,5.29,3.0,22,0.7177814029363785,1.0440456769983688,0,-1
440,0,Malphite,TOP,34.92,5,6,8,205,4,30,15,4,4,1469,28,-210,136,4,2833.0,63.0,-784,-396,5,4517.0,112.0,-393,313,24,1497791856,0.4444444444444444,1.0,5.99,2.17,19,0.5441008018327605,0.8591065292096219,0,1
440,1,Illaoi,TOP,30.92,4,2,6,234,8,29,13,4,2,1434,27,105,175,6,3805.0,67.0,532,195,5,6465.0,119.0,1800,1374,24,1497802558,0.42105263157894735,0.5,7.83,5.0,15,0.48512289780077616,0.9379042690815006,0,-1
440,1,JarvanIV,JUNGLE,26.62,4,2,10,17,148,26,8,4,6,1483,24,-55,-58,-4,2991.0,58.0,-86,-3,-8,4431.0,82.0,-348,-184,-18,1498509876,0.45,0.7142857142857143,6.2,7.0,14,0.5259203606311044,0.976709241172051,0,1
440,1,JarvanIV,JUNGLE,25.05,3,2,12,23,138,27,6,6,6,1595,27,-38,-214,-5,3442.0,57.0,406,-161,-7,5101.0,93.0,634,29,-5,1498815050,0.47619047619047616,0.75,6.43,7.5,12,0.47904191616766467,1.0778443113772456,0,2
440,1,Malphite,TOP,33.18,5,4,11,171,6,38,16,2,4,1311,14,-209,-450,-18,2760.0,55.0,-625,-760,-29,4730.0,77.0,-797,-1114,-48,1498828214,0.5,0.5,5.33,4.0,20,0.6027727546714888,1.1452682338758289,1,3
440,1,Garen,TOP,21.53,2,2,2,184,17,11,9,0,2,1981,37,300,470,7,4040.0,87.0,834,753,13,6539.0,133.0,1344,645,5,1498839048,0.5217391304347826,0.5,9.34,2.0,11,0.5109150023223409,0.5109150023223409,0,4
440,1,Garen,TOP,28.17,2,3,6,139,12,19,10,3,2,1374,21,-160,-185,-10,2718.0,45.0,-1088,-976,-22,4039.0,70.0,-1016,-41,-21,1498847108,0.5416666666666666,1.0,5.36,2.67,12,0.4259850905218317,0.6744763933262335,0,5
440,1,JarvanIV,JUNGLE,31.82,8,4,8,23,171,27,5,3,3,1538,28,-170,-323,-7,3077.0,57.0,-364,-425,-13,5590.0,94.0,519,-102,-16,1498884017,0.56,0.7777777777777778,6.1,4.0,8,0.251414204902577,0.8485229415461973,0,6
440,0,JarvanIV,JUNGLE,31.28,9,6,12,55,159,39,5,9,4,2029,24,461,-101,-4,3572.0,48.0,482,-630,-16,5802.0,81.0,-586,-547,-3,1498888863,0.5769230769230769,0.8,6.84,3.5,9,0.2877237851662404,1.2468030690537084,0,7
440,0,Viego,JUNGLE,22.92,1,2,0,12,142,28,5,4,4,1604,31,206,509,11,3173.0,75.0,-340,146,23,4361.0,96.0,-1914,-1456,8,1498896195,0.5555555555555556,0.5,6.72,0.5,9,0.3926701570680628,1.2216404886561953,0,-1
440,1,JarvanIV,JUNGLE,28.82,6,1,17,24,165,32,6,5,6,1859,23,-102,-239,-11,4270.0,63.0,128,820,3,5749.0,87.0,-10,327,10,1498900784,0.5357142857142857,0.7272727272727273,6.56,23.0,12,0.4163775156141568,1.1103400416377516,0,-2
440,1,JarvanIV,JUNGLE,21.33,4,2,14,28,106,16,6,1,5,1712,28,2,-227,-6,3319.0,53.0,476,-86,-6,4937.0,77.0,-138,-689,-13,1499614044,0.5517241379310345,0.75,6.28,9.0,11,0.5157055789967183,0.7501172058134083,0,1
440,1,JarvanIV,JUNGLE,27.92,6,4,12,20,141,19,5,1,5,1999,32,161,230,4,4060.0,61.0,313,-77,9,6160.0,85.0,19,-192,4,1499617597,0.5666666666666667,0.7692307692307693,5.77,4.5,10,0.3581661891117478,0.6805157593123209,0,2
440,0,JarvanIV,JUNGLE,33.25,3,10,7,41,157,40,10,6,8,1776,26,-180,-336,-4,3200.0,47.0,-1432,-2118,-32,4801.0,89.0,-2324,-2044,-38,1499858014,0.5806451612903226,0.7857142857142857,5.95,1.0,18,0.5413533834586466,1.2030075187969924,1,3
440,1,Malphite,TOP,25.67,6,3,9,143,5,10,8,0,1,1385,25,67,91,5,3115.0,59.0,672,-60,12,5111.0,91.0,1110,-1061,23,1499863831,0.5625,0.6666666666666666,5.77,5.0,9,0.3506038176860148,0.3895597974289053,0,-1
440,1,JarvanIV,JUNGLE,28.1,5,4,10,18,128,34,11,7,8,1894,30,356,55,2,3252.0,52.0,-569,-932,-20,4773.0,83.0,-584,-593,-15,1499874460,0.5757575757575758,0.7333333333333333,5.2,3.75,19,0.6761565836298932,1.2099644128113878,0,1
440,1,JarvanIV,JUNGLE,19.3,10,0,12,16,97,15,3,2,3,1818,25,179,-112,-8,4139.0,55.0,1066,393,-12,6508.0,82.0,1764,998,-10,1499883601,0.5882352941176471,0.75,5.85,22.0,6,0.31088082901554404,0.7772020725388601,0,2
440,0,JarvanIV,JUNGLE,26.7,3,8,5,20,132,18,6,4,3,1513,25,-676,-490,-11,2947.0,56.0,-883,-632,-18,5027.0,87.0,-1036,-364,-11,1499923469,0.6,0.7647058823529411,5.69,1.0,9,0.33707865168539325,0.6741573033707865,1,3
440,1,JarvanIV,JUNGLE,17.9,4,1,3,4,106,17,4,3,2,1877,28,170,17,0,3956.0,64.0,1038,572,11,5827.0,93.0,1158,526,14,1499935992,0.5833333333333334,0.7222222222222222,6.15,7.0,6,0.335195530726257,0.9497206703910616,0,-1
440,1,JarvanIV,JUNGLE,31.92,9,3,16,41,156,46,6,8,6,1609,24,-468,-481,-12,3251.0,51.0,-564,-386,-14,5810.0,82.0,-376,-727,-2,1499947413,0.5945945945945946,0.7368421052631579,6.17,8.33,12,0.37593984962406013,1.4411027568922306,0,1
440,1,JarvanIV,JUNGLE,39.65,6,6,31,41,146,43,10,11,10,1464,25,-62,3,-3,2823.0,45.0,-815,-681,-18,5045.0,79.0,-822,-21,-6,1499963577,0.6052631578947368,0.75,4.72,6.17,20,0.5044136191677175,1.0844892812105926,0,2
440,0,JarvanIV,JUNGLE,32.52,5,7,6,40,158,22,2,3,2,1382,21,-556,-449,-11,3540.0,50.0,-57,-296,-11,5218.0,66.0,-525,-1697,-35,1500234502,0.6153846153846154,0.7619047619047619,6.09,1.57,4,0.12300123001230011,0.6765067650676506,1,3
440,1,JarvanIV,JUNGLE,34.5,8,8,27,13,143,43,9,7,9,1558,29,20,-30,1,3845.0,53.0,-72,38,-1,6101.0,86.0,-11,274,8,1500240878,0.6,0.7272727272727273,4.52,4.38,18,0.5217391304347826,1.2463768115942029,0,-1
440,0,JarvanIV,JUNGLE,24.6,1,6,3,20,103,20,1,5,1,1627,30,-6,-70,-2,3010.0,56.0,-383,-144,1,4593.0,83.0,-643,-1646,-18,1500254658,0.6097560975609756,0.7391304347826086,5.0,0.67,2,0.08130081300813008,0.8130081300813008,0,1
440,0,JarvanIV,JUNGLE,20.2,0,2,1,9,104,17,1,4,1,1682,33,19,128,-1,3122.0,68.0,82,-9,4,4532.0,100.0,49,-226,12,1500338108,0.5952380952380952,0.7083333333333334,5.59,0.5,2,0.09900990099009901,0.8415841584158417,0,-1
440,0,JarvanIV,JUNGLE,25.53,7,4,5,31,110,20,3,1,3,1723,28,171,24,0,3550.0,59.0,365,-135,-2,5787.0,77.0,1164,-294,-12,1500357678,0.5813953488372093,0.68,5.52,3.0,6,0.23501762632197415,0.7833920877399138,0,-2
440,1,Illaoi,TOP,28.38,3,5,5,170,13,23,11,2,2,1385,24,-140,92,-4,2992.0,64.0,2,391,-4,5788.0,94.0,1406,1630,8,1500368691,0.5681818181818182,1.0,6.45,1.6,13,0.4580690627202255,0.8104298801973221,0,-3
440,1,Illaoi,TOP,27.83,8,3,5,162,4,15,7,2,1,1582,19,-279,-156,-11,3407.0,57.0,-261,326,-11,5038.0,85.0,-93,762,-12,1500377790,0.5777777777777777,1.0,5.96,4.33,8,0.2874595759971254,0.5389867049946102,0,1
440,1,Illaoi,TOP,31.9,5,4,7,183,8,33,15,2,4,1685,16,392,520,-1,3222.0,59.0,145,-2,-11,4794.0,97.0,172,1303,-17,1500447647,0.5869565217391305,1.0,5.99,3.0,19,0.5956112852664577,1.0344827586206897,0,2
440,1,Illaoi,TOP,28.53,11,3,1,201,0,12,9,1,3,1427,23,-126,96,4,3588.0,62.0,480,661,10,5830.0,110.0,1080,1073,30,1500452896,0.5957446808510638,1.0,7.05,4.0,12,0.4206098843322818,0.4206098843322818,1,3
440,1,JarvanIV,JUNGLE,28.9,9,2,21,23,151,32,7,4,7,1769,28,95,-86,-1,3240.0,59.0,-411,31,7,5510.0,90.0,25,343,5,1500583802,0.6041666666666666,0.6538461538461539,6.02,15.0,14,0.4844290657439447,1.1072664359861593,0,4
440,0,JarvanIV,JUNGLE,33.1,1,12,13,20,125,32,5,5,5,1478,20,-425,-560,-11,2764.0,48.0,-1086,-740,-14,4343.0,74.0,-2170,-1219,-28,1500868686,0.6122448979591837,0.6666666666666666,4.38,1.17,10,0.3021148036253776,0.9667673716012084,0,5
440,1,Sejuani,JUNGLE,26.85,4,2,15,29,125,30,7,4,7,1717,28,159,-35,0,4091.0,61.0,1313,380,7,5991.0,87.0,2096,1207,13,1500876964,0.6,0.5,5.74,9.5,14,0.521415270018622,1.1173184357541899,0,-1
440,1,Sejuani,JUNGLE,27.47,4,2,16,21,125,30,7,2,7,1710,28,155,50,0,3836.0,57.0,1108,349,6,5898.0,89.0,1796,247,9,1501002562,0.6078431372549019,1.0,5.31,10.0,14,0.5096468875136513,1.0921004732435384,0,1
440,1,Sejuani,JUNGLE,27.23,5,3,14,6,123,18,6,2,6,1555,27,-222,378,9,3170.0,47.0,20,-45,0,4652.0,67.0,290,67,-2,1501015877,0.6153846153846154,1.0,4.74,6.33,12,0.4406904149834741,0.6610356224752112,0,2
440,0,Sejuani,JUNGLE,39.17,2,4,13,36,143,40,7,6,7,1553,28,-458,-303,-9,2835.0,52.0,-483,-226,-11,4144.0,77.0,-534,-323,-15,1501024398,0.6226415094339622,1.0,4.57,3.75,14,0.35741639009446,1.0211896859841716,1,3
440,1,Sejuani,JUNGLE,33.58,5,0,16,40,151,39,7,6,7,1829,17,496,-62,-1,3272.0,51.0,223,-532,-13,5267.0,87.0,559,-872,-21,1501071717,0.6111111111111112,0.75,5.69,21.0,14,0.4169148302561048,1.1614055985705778,0,-1
440,1,Sejuani,JUNGLE,32.08,6,6,23,16,136,38,7,6,7,1538,28,-121,-188,-3,3723.0,46.0,-221,-678,-27,5504.0,64.0,-840,-2238,-55,1501084600,0.6181818181818182,0.8,4.74,4.83,14,0.43640897755610975,1.1845386533665836,0,1
440,1,Sejuani,JUNGLE,33.77,7,4,15,26,171,37,7,6,7,1454,23,-84,-86,-5,3462.0,50.0,439,-32,-12,6395.0,88.0,1636,1256,0,1501090796,0.625,0.8333333333333334,5.83,5.5,14,0.41456914421083796,1.095647023985786,0,2
440,0,Sejuani,JUNGLE,30.92,2,6,10,33,139,34,6,9,6,1670,27,57,-10,-1,3496.0,55.0,570,318,-2,4999.0,83.0,544,918,5,1503144223,0.631578947368421,0.8571428571428571,5.56,2.0,12,0.3880983182406209,1.0996119016817594,1,3
440,0,Leona,UTILITY,29.6,2,9,18,25,0,58,28,6,4,1755,6,214,216,2,3233.0,11.0,591,-159,1,4553.0,15.0,592,-138,2,1503922984,0.6206896551724138,0.5,0.84,2.22,32,1.081081081081081,1.9594594594594594,0,-1
440,1,XinZhao,JUNGLE,38.8,10,8,11,34,157,21,4,3,4,1879,29,-138,-177,-3,3229.0,57.0,-685,-862,-13,5648.0,80.0,-1360,-1570,-26,1503936635,0.6101694915254238,0.5,4.92,2.62,8,0.2061855670103093,0.5412371134020619,0,-2
440,1,Sejuani,JUNGLE,19.23,5,0,11,2,102,14,4,1,4,1952,24,82,111,-4,3702.0,54.0,404,284,-6,5563.0,79.0,752,21,-16,1504299185,0.6166666666666667,0.75,5.41,16.0,8,0.4160166406656266,0.7280291211648465,0,1
440,0,XinZhao,JUNGLE,36.32,5,8,9,29,168,28,3,9,3,2043,29,565,356,5,3416.0,57.0,-45,159,5,5090.0,82.0,171,16,-6,1504306275,0.6229508196721312,1.0,5.42,1.75,6,0.16519823788546256,0.7709251101321586,0,2
440,1,Smolder,BOTTOM,25.83,7,3,16,203,7,33,12,8,4,2399,29,730,162,-7,4549.0,75.0,409,589,-6,6154.0,121.0,-199,483,-8,1504886774,0.6129032258064516,0.5,8.13,7.67,16,0.6194347657762292,1.2775842044134729,0,-1
440,0,Smolder,BOTTOM,28.22,1,6,5,192,8,18,10,4,0,1353,22,-484,-515,-16,2871.0,68.0,-842,-745,-23,4119.0,97.0,-2386,-1839,-41,1504907746,0.6190476190476191,1.0,7.09,1.0,10,0.35435861091424525,0.6378454996456414,0,1
440,0,Smolder,BOTTOM,30.05,5,6,5,214,4,13,10,0,1,2245,23,377,120,0,3906.0,66.0,-274,-257,-6,5810.0,105.0,-352,-265,0,1504920102,0.609375,0.5,7.25,1.67,11,0.36605657237936773,0.43261231281198004,0,-1
440,1,Sejuani,JUNGLE,32.45,5,3,20,44,160,28,6,3,2,1799,24,-255,-297,-4,3754.0,59.0,-409,-352,-9,5855.0,91.0,-259,-439,-7,1510534048,0.5402298850574713,0.7777777777777778,6.29,8.33,8,0.24653312788906007,0.8628659476117102,0,-2
440,0,Sejuani,JUNGLE,37.7,0,8,10,23,156,34,3,8,3,1791,37,353,670,17,3034.0,61.0,-670,-246,5,4641.0,81.0,-1207,-1102,-14,1510555178,0.5454545454545454,0.8,4.75,1.25,6,0.15915119363395225,0.9018567639257293,0,1
440,0,Ekko,JUNGLE,19.87,0,2,2,18,96,18,7,5,3,1299,16,-356,-93,-5,2701.0,47.0,-716,-103,-12,4376.0,85.0,-571,-122,-6,1510687014,0.5393258426966292,0.5,5.74,1.0,10,0.5032712632108707,0.9058882737795672,0,-1
440,0,Trundle,JUNGLE,24.6,6,6,8,13,106,10,1,1,1,1677,24,171,319,4,3943.0,57.0,410,499,-1,5927.0,77.0,-534,-470,-26,1523031622,0.5178571428571429,0.5625,4.84,2.33,2,0.08130081300813008,0.4065040650406504,0,-2
440,1,JarvanIV,JUNGLE,31.22,3,5,15,15,172,30,4,5,4,1479,24,-298,-350,-4,3040.0,61.0,-591,-530,-6,4448.0,92.0,-641,-156,2,1523448555,0.514792899408284,0.6428571428571429,5.99,3.6,8,0.25624599615631005,0.9609224855861628,0,-3
440,0,Trundle,JUNGLE,34.13,3,5,12,27,167,31,7,7,7,1712,32,-370,-32,0,3181.0,58.0,-218,-146,-2,4903.0,93.0,-708,4,3,1523463142,0.5176470588235295,0.5454545454545454,5.68,3.0,14,0.4101963082332259,0.9082918253735716,0,1
440,1,Vayne,BOTTOM,34.27,12,9,15,175,16,27,12,4,2,2190,10,234,-383,-18,3893.0,48.0,-891,-575,-28,5226.0,78.0,-2154,-1153,-52,1523479300,0.5146198830409356,0.3333333333333333,5.57,3.0,14,0.40852057192880065,0.7878611030055441,0,-1
440,0,Trundle,JUNGLE,27.47,1,6,3,6,122,15,2,3,2,1661,33,-81,-145,-3,3479.0,62.0,-312,-106,-11,4774.0,83.0,-977,-1284,-34,1523502416,0.5174418604651163,0.5294117647058824,4.66,0.67,4,0.1456133964324718,0.5460502366217692,0,1
440,1,Malphite,TOP,33.77,3,2,12,198,4,31,16,6,4,1425,27,-135,-248,-8,2789.0,61.0,-455,-122,-8,4228.0,101.0,-1241,-170,-16,1523521528,0.5144508670520231,0.75,5.98,7.5,20,0.5922416345869114,0.9179745336097127,0,-1
440,1,Vayne,BOTTOM,31.15,9,1,4,210,15,26,12,5,2,1591,33,-59,-34,-4,3397.0,71.0,457,538,-2,5557.0,112.0,1189,1220,18,1523538017,0.5172413793103449,0.5,7.22,13.0,14,0.44943820224719105,0.8346709470304976,0,1
440,0,Vayne,BOTTOM,28.93,6,2,2,190,4,22,11,4,1,1462,28,-329,-198,-13,3582.0,67.0,-13,142,-16,5232.0,104.0,-90,89,-34,1524342205,0.5227272727272727,0.6666666666666666,6.71,4.0,12,0.41479433114414105,0.7604562737642586,0,2
440,0,Smolder,BOTTOM,31.18,1,5,5,210,15,16,12,2,3,1415,25,-54,208,-4,2880.0,65.0,32,122,0,5121.0,112.0,929,807,16,1524358072,0.519774011299435,0.3333333333333333,7.22,1.2,15,0.4810776138550353,0.5131494547787043,0,-1
440,0,Trundle,JUNGLE,20.12,5,6,4,35,88,12,2,2,2,1890,29,158,190,4,4237.0,52.0,1220,200,3,6136.0,93.0,1121,-117,8,1524372113,0.5168539325842697,0.5142857142857142,6.11,1.5,4,0.19880715705765406,0.5964214711729622,0,-2
440,1,Vayne,BOTTOM,31.42,10,2,6,214,20,30,11,9,2,1497,30,-21,165,-2,4083.0,67.0,981,357,-6,5734.0,105.0,762,243,-18,1524383212,0.5139664804469274,0.5714285714285714,7.45,8.0,13,0.4137492043284532,0.9548058561425843,0,-3
440,1,Trundle,JUNGLE,37.9,5,7,20,21,161,28,5,5,5,1869,29,71,167,5,3019.0,53.0,-977,-593,2,4801.0,81.0,-1683,-409,2,1524398412,0.5166666666666667,0.5,4.8,3.57,10,0.2638522427440633,0.7387862796833773,0,1
440,0,JarvanIV,JUNGLE,28.45,6,7,8,46,115,34,6,6,6,1658,33,-240,-52,3,3596.0,53.0,31,-263,1,6142.0,90.0,516,20,6,1524411754,0.5193370165745856,0.6551724137931034,5.66,2.0,12,0.421792618629174,1.195079086115993,0,2
440,0,Trundle,JUNGLE,25.98,4,8,7,20,110,21,2,5,2,1581,22,-506,-346,-6,3479.0,59.0,-337,-154,0,4917.0,88.0,-1191,-1130,-8,1524584147,0.5164835164835165,0.5135135135135135,5.0,1.38,4,0.15396458814472672,0.8083140877598153,0,-1
440,0,Vayne,BOTTOM,23.62,5,8,7,131,0,11,8,0,0,1367,23,-939,43,-7,2510.0,44.0,-2078,-732,-36,4232.0,76.0,-3923,-930,-59,1524593938,0.5136612021857924,0.625,5.55,1.5,8,0.3386960203217612,0.46570702794242164,0,-2
440,0,Malphite,TOP,28.98,8,1,4,193,0,16,9,2,1,1563,25,42,-79,-4,4257.0,62.0,735,321,-4,6807.0,94.0,1188,317,-15,1524624338,0.5108695652173914,0.8,6.66,12.0,10,0.3450655624568668,0.5521048999309869,0,-3
440,1,Ezreal,BOTTOM,27.13,4,3,10,187,4,17,9,4,1,1968,32,457,141,0,3623.0,67.0,119,235,-13,5530.0,119.0,413,1049,-5,1524644130,0.5081081081081081,0.3333333333333333,7.04,4.67,10,0.36859565057132326,0.6266126059712496,0,-4
440,0,Ezreal,BOTTOM,38.9,4,5,7,252,6,28,18,8,6,1898,34,386,12,5,3782.0,81.0,715,501,17,5428.0,112.0,429,-28,0,1524663006,0.510752688172043,0.5,6.63,2.2,24,0.6169665809768637,0.7197943444730077,0,1
440,1,Sivir,BOTTOM,24.0,4,2,19,140,0,13,8,1,1,1385,27,-87,-276,-2,3295.0,73.0,127,261,4,5003.0,100.0,-548,297,-5,1524675426,0.5080213903743316,0.5,5.83,11.5,9,0.375,0.5416666666666666,0,-1
440,0,Vayne,BOTTOM,34.12,7,6,7,193,16,21,13,1,2,1432,26,-378,-370,-11,2923.0,67.0,-764,-287,-21,4895.0,95.0,-1663,-648,-26,1524680934,0.5106382978723404,0.5555555555555556,6.13,2.33,15,0.4396248534583822,0.6154747948417351,0,1
440,0,Ezreal,BOTTOM,34.28,4,4,10,221,4,23,13,1,1,1530,31,67,-52,5,3151.0,75.0,287,244,15,5258.0,119.0,806,77,19,1524690220,0.5079365079365079,0.4,6.56,3.5,14,0.40840140023337224,0.6709451575262544,0,-1
440,1,Vayne,BOTTOM,37.0,15,6,8,179,24,34,15,8,3,1906,20,228,312,-7,4188.0,60.0,1305,674,2,6214.0,83.0,676,744,-11,1524697074,0.5052631578947369,0.5,5.49,3.83,18,0.4864864864864865,0.918918918918919,0,-2
440,1,Trundle,JUNGLE,26.85,4,1,5,37,148,28,5,6,5,1759,34,143,149,3,3123.0,54.0,-190,-855,-17,5915.0,92.0,1076,-304,-4,1524724678,0.5078534031413613,0.5,6.89,9.0,10,0.37243947858473,1.042830540037244,0,1
440,1,Trundle,JUNGLE,30.02,7,5,16,11,151,20,4,3,4,1659,20,-187,-74,-8,3298.0,42.0,-106,-527,-19,4991.0,79.0,116,179,-11,1524731617,0.5104166666666666,0.5128205128205128,5.4,4.6,8,0.2664890073284477,0.6662225183211192,0,2
440,0,Trundle,JUNGLE,26.53,4,7,8,22,101,25,3,8,3,1667,32,-40,-67,-2,3201.0,58.0,3,-607,-11,4964.0,84.0,-323,-583,-10,1524790724,0.5129533678756477,0.525,4.64,1.71,6,0.22615906520919712,0.9423294383716547,1,3
440,0,Trundle,JUNGLE,32.6,4,7,11,29,184,39,6,8,6,1873,29,335,110,1,3685.0,54.0,-668,-102,-4,5286.0,88.0,-1719,-497,-18,1524842547,0.5103092783505154,0.5121951219512195,6.53,2.14,12,0.36809815950920244,1.196319018404908,0,-1
440,1,Sejuani,JUNGLE,29.58,4,4,14,28,157,27,5,5,5,1672,32,-70,-103,-4,3262.0,60.0,149,-56,-10,4851.0,77.0,-479,-1397,-26,1524860656,0.5076923076923077,0.7272727272727273,6.25,4.5,10,0.3380662609871535,0.9127789046653144,0,-2
440,0,Sejuani,JUNGLE,30.05,1,5,10,18,141,28,5,4,5,1694,27,151,59,-1,3423.0,52.0,252,-105,-7,4868.0,86.0,-833,-841,-19,1524874465,0.5102040816326531,0.75,5.29,2.2,10,0.33277870216306155,0.9317803660565723,0,1
440,1,Vayne,BOTTOM,39.75,21,6,6,208,44,42,16,10,2,1372,22,-594,-19,-2,4267.0,57.0,540,165,-9,6406.0,92.0,675,216,-2,1524893343,0.5076142131979695,0.5454545454545454,6.34,4.5,18,0.4528301886792453,1.0566037735849056,0,-1
440,1,Vayne,BOTTOM,27.0,11,2,7,138,16,12,9,2,2,1666,22,-106,-209,-7,3186.0,65.0,-186,-229,0,4729.0,93.0,-1820,-999,-16,1524929636,0.51010101010101,0.5833333333333334,5.7,9.0,11,0.4074074074074074,0.4444444444444444,0,1
